epochs,QLearning_random_win_pct,QLearning_random_time,QLearning_QLearning_win_pct,QLearning_QLearning_time,QLearning_ab-weighted-diff_win_pct,QLearning_ab-weighted-diff_time,ab-weighted-diff_random_win_pct,ab-weighted-diff_random_time,ab-weighted-diff_QLearning_win_pct,ab-weighted-diff_QLearning_time,ab-weighted-diff_ab-weighted-diff_win_pct,ab-weighted-diff_ab-weighted-diff_time
264,64.39393939393939,0.029105186462402344,48.10606060606061,0.045567989349365234,9.090909090909092,3.661918878555298,87.12121212121212,3.331876277923584,91.28787878787878,3.335239887237549,0.0,8.748287916183472
265,64.52830188679245,0.02733302116394043,47.924528301886795,0.048451900482177734,9.433962264150944,4.8246400356292725,87.16981132075472,4.373110055923462,91.32075471698113,5.193598985671997,0.0,8.792699098587036
266,64.66165413533834,0.02842402458190918,48.1203007518797,0.04641222953796387,9.398496240601503,4.2384960651397705,87.21804511278195,3.479511022567749,91.35338345864662,0.6317958831787109,0.0,8.786801815032959
267,64.41947565543072,0.029500961303710938,47.940074906367045,0.04753375053405762,9.363295880149813,3.8551440238952637,86.89138576779027,4.091556072235107,91.38576779026218,4.633400917053223,0.0,8.764058828353882
268,64.17910447761194,0.02794170379638672,48.134328358208954,0.04695725440979004,9.701492537313433,4.327739238739014,86.94029850746269,2.767406940460205,91.4179104477612,3.3912789821624756,0.0,8.801641941070557
269,64.31226765799256,0.024388790130615234,48.3271375464684,0.04619479179382324,9.66542750929368,4.763277053833008,86.98884758364312,4.025356769561768,91.44981412639405,5.333762884140015,0.0,8.770297288894653
270,64.44444444444444,0.029551029205322266,48.51851851851852,0.04593205451965332,9.62962962962963,3.6087920665740967,87.03703703703704,3.357213258743286,91.48148148148148,3.794978141784668,0.0,8.7809419631958
271,64.20664206642066,0.02849721908569336,48.708487084870846,0.04519081115722656,9.59409594095941,4.3277201652526855,87.08487084870849,1.8304519653320312,91.5129151291513,2.6385529041290283,0.0,8.78880786895752
272,63.970588235294116,0.024892807006835938,48.89705882352941,0.04661870002746582,9.558823529411764,4.805072784423828,87.13235294117648,4.119439125061035,91.54411764705883,4.589228868484497,0.0,8.796624183654785
273,64.1025641025641,0.02776503562927246,49.08424908424908,0.04777336120605469,9.523809523809524,4.822479009628296,87.17948717948718,3.4888768196105957,91.57509157509158,5.226694107055664,0.0,8.794523000717163
274,64.23357664233576,0.02975773811340332,48.9051094890511,0.04632902145385742,9.48905109489051,2.81630277633667,87.22627737226277,3.0665149688720703,91.6058394160584,0.21214699745178223,0.0,8.755246877670288
275,64.36363636363637,0.02748894691467285,49.09090909090909,0.047640085220336914,9.454545454545455,5.490411043167114,87.27272727272727,2.5817720890045166,91.63636363636364,0.20447325706481934,0.0,8.791446924209595
276,64.4927536231884,0.02708721160888672,48.91304347826087,0.045221805572509766,9.420289855072465,4.8957719802856445,87.31884057971014,3.3909969329833984,91.66666666666666,5.259185075759888,0.0,8.766109943389893
277,64.62093862815884,0.03433418273925781,48.73646209386281,0.0466461181640625,9.386281588447654,4.65901780128479,87.36462093862815,2.9562487602233887,91.69675090252709,3.5537919998168945,0.0,8.763851881027222
278,64.74820143884892,0.025469064712524414,48.92086330935252,0.04933500289916992,9.352517985611511,4.8211750984191895,87.41007194244604,5.1765851974487305,91.72661870503596,0.19086694717407227,0.0,8.787690877914429
279,64.51612903225806,0.027571916580200195,49.10394265232975,0.04837393760681152,9.31899641577061,5.674134969711304,87.45519713261649,2.8289101123809814,91.75627240143369,4.0845067501068115,0.0,8.805665969848633
280,64.64285714285715,0.027036190032958984,48.92857142857142,0.046585798263549805,9.642857142857144,3.3412091732025146,87.5,3.899893045425415,91.42857142857143,4.0768959522247314,0.0,8.792165756225586
281,64.41281138790036,0.028512954711914062,48.754448398576514,0.046751976013183594,9.608540925266903,5.0392467975616455,87.54448398576513,2.8211309909820557,91.45907473309609,3.402520179748535,0.0,8.789911985397339
282,64.18439716312056,0.027246952056884766,48.58156028368794,0.04328513145446777,9.574468085106384,4.4105000495910645,87.58865248226951,2.7005789279937744,91.48936170212765,3.1665070056915283,0.0,8.78929615020752
283,63.957597173144876,0.028150081634521484,48.409893992932865,0.04946088790893555,9.89399293286219,4.216871023178101,87.63250883392226,5.427829027175903,91.51943462897526,0.19685983657836914,0.0,8.820813655853271
284,63.732394366197184,0.027587175369262695,48.23943661971831,0.047499895095825195,9.859154929577464,2.834892988204956,87.67605633802818,4.6452789306640625,91.54929577464789,3.2169787883758545,0.0,8.807746887207031
285,63.50877192982456,0.025291919708251953,48.421052631578945,0.04649209976196289,9.824561403508772,0.800023078918457,87.71929824561403,3.5664188861846924,91.57894736842105,4.250346422195435,0.0,8.802682161331177
286,63.286713286713294,0.023482084274291992,48.6013986013986,0.04540205001831055,9.79020979020979,2.383638858795166,87.76223776223776,4.265371799468994,91.6083916083916,4.396125078201294,0.0,8.778194904327393
287,63.06620209059234,0.024991989135742188,48.78048780487805,0.04720878601074219,9.75609756097561,6.454450845718384,87.8048780487805,3.1889050006866455,91.63763066202091,3.6798527240753174,0.0,8.805171012878418
288,62.84722222222222,0.02495884895324707,48.61111111111111,0.045554161071777344,10.069444444444445,4.520705938339233,87.84722222222221,4.135627031326294,91.66666666666666,2.3671517372131348,0.0,8.796442985534668
289,62.9757785467128,0.028454065322875977,48.78892733564014,0.046449899673461914,10.034602076124568,3.7548751831054688,87.88927335640139,3.515531063079834,91.6955017301038,5.740060806274414,0.0,8.81660008430481
290,63.10344827586207,0.027914047241210938,48.62068965517241,0.04659700393676758,10.0,2.5026519298553467,87.58620689655172,5.405299186706543,91.72413793103448,5.259124994277954,0.0,8.850058794021606
291,62.88659793814433,0.029458045959472656,48.45360824742268,0.0465700626373291,9.965635738831615,5.73321795463562,87.2852233676976,3.240144729614258,91.75257731958763,3.8360650539398193,0.0,8.802848815917969
292,62.671232876712324,0.027413129806518555,48.63013698630137,0.04453873634338379,9.931506849315069,3.582197904586792,87.32876712328768,3.376817226409912,91.78082191780823,4.730470895767212,0.0,8.78594708442688
293,62.79863481228669,0.028721094131469727,48.80546075085324,0.0447540283203125,9.897610921501707,6.659764051437378,87.37201365187714,4.1370580196380615,91.80887372013652,3.9504501819610596,0.0,8.80501914024353
294,62.925170068027214,0.028799772262573242,48.63945578231292,0.04451394081115723,9.863945578231291,4.034081935882568,87.41496598639455,4.349183082580566,91.83673469387756,3.7277119159698486,0.0,8.798580408096313
295,63.05084745762712,0.026024818420410156,48.8135593220339,0.046304941177368164,9.830508474576272,5.00696587562561,87.45762711864407,2.753347158432007,91.52542372881356,4.021806955337524,0.0,8.813109636306763
296,63.17567567567568,0.027707815170288086,48.64864864864865,0.0467529296875,10.135135135135135,3.0209810733795166,87.5,3.852560043334961,91.55405405405406,3.6495862007141113,0.0,8.822902202606201
297,63.2996632996633,0.02920699119567871,48.484848484848484,0.045969247817993164,10.1010101010101,4.976914167404175,87.54208754208754,5.091307640075684,91.58249158249158,2.8847432136535645,0.0,8.826478958129883
298,63.08724832214765,0.024330854415893555,48.65771812080537,0.04461216926574707,10.06711409395973,4.9829418659210205,87.58389261744966,3.3229429721832275,91.61073825503355,4.730355978012085,0.0,8.808929204940796
299,62.87625418060201,0.02695178985595703,48.49498327759198,0.04493594169616699,10.033444816053512,2.3291420936584473,87.62541806020067,0.21661901473999023,91.63879598662207,2.1895270347595215,0.0,9.515944242477417
300,63.0,0.028314828872680664,48.333333333333336,0.049903154373168945,10.0,4.025557994842529,87.66666666666667,4.169777870178223,91.66666666666666,5.317869186401367,0.0,9.88362717628479
301,63.12292358803987,0.027364730834960938,48.50498338870432,0.04819202423095703,9.966777408637874,4.279356241226196,87.70764119601328,3.7490408420562744,91.69435215946844,5.614690780639648,0.0,9.852154016494751
302,63.24503311258278,0.02905583381652832,48.34437086092716,0.04355788230895996,9.933774834437086,4.320467948913574,87.74834437086093,2.5766959190368652,91.3907284768212,3.9411263465881348,0.0,9.504574060440063
303,63.03630363036304,0.028535127639770508,48.51485148514851,0.048635005950927734,9.900990099009901,4.330427885055542,87.78877887788778,4.200339078903198,91.41914191419141,2.676443099975586,0.0,9.850790739059448
304,63.1578947368421,0.029237031936645508,48.68421052631579,0.04746103286743164,9.868421052631579,2.8711421489715576,87.82894736842105,5.573920965194702,91.44736842105263,3.655107259750366,0.0,9.819890260696411
305,63.278688524590166,0.027953147888183594,48.85245901639344,0.04482293128967285,9.836065573770492,4.825676202774048,87.8688524590164,3.7109477519989014,91.47540983606557,3.562681198120117,0.0,9.847229957580566
306,63.0718954248366,0.02831292152404785,48.69281045751634,0.045794010162353516,9.803921568627452,5.451124906539917,87.90849673202614,2.97587513923645,91.50326797385621,3.255546808242798,0.0,9.454925775527954
307,63.19218241042345,0.026983261108398438,48.85993485342019,0.050318241119384766,9.77198697068404,2.8720128536224365,87.94788273615634,3.534604072570801,91.53094462540716,0.21760892868041992,0.0,9.84815502166748
308,63.31168831168831,0.026201725006103516,48.701298701298704,0.044708251953125,9.740259740259742,3.6118688583374023,87.98701298701299,4.25204610824585,91.55844155844156,4.471555233001709,0.0,9.614220142364502
309,63.43042071197411,0.02841973304748535,48.54368932038835,0.04903006553649902,9.70873786407767,5.954652786254883,88.02588996763754,2.9824631214141846,91.58576051779936,5.698955059051514,0.0,9.84948992729187
310,63.54838709677419,0.027959823608398438,48.38709677419355,0.0439908504486084,9.67741935483871,5.63061785697937,88.06451612903226,3.3750128746032715,91.61290322580645,1.8827471733093262,0.0,9.829125165939331
311,63.344051446945336,0.02827596664428711,48.231511254019296,0.04911398887634277,9.646302250803858,4.651591777801514,88.10289389067523,3.065934181213379,91.63987138263666,2.820358991622925,0.0,9.856535196304321
312,63.141025641025635,0.027046918869018555,48.3974358974359,0.04400300979614258,9.615384615384617,4.752941131591797,88.14102564102564,0.21469712257385254,91.66666666666666,4.42662501335144,0.0,9.86518383026123
313,62.939297124600635,0.027541160583496094,48.56230031948881,0.04024028778076172,9.584664536741213,4.376634836196899,88.17891373801918,4.933187007904053,91.69329073482429,4.160444021224976,0.0,9.676235914230347
314,63.05732484076433,0.02652716636657715,48.40764331210191,0.045976877212524414,9.554140127388536,3.5454938411712646,88.21656050955414,2.952840805053711,91.71974522292994,2.9830398559570312,0.0,9.673686027526855
315,63.17460317460317,0.026790857315063477,48.25396825396825,0.04855012893676758,9.523809523809524,4.991796016693115,88.25396825396825,4.29279088973999,91.74603174603175,3.2017691135406494,0.0,9.626214265823364
316,62.9746835443038,0.025518178939819336,48.10126582278481,0.04708099365234375,9.81012658227848,5.210790157318115,88.29113924050634,2.549821138381958,91.77215189873418,3.4832088947296143,0.0,9.660860061645508
317,63.09148264984227,0.029555082321166992,48.26498422712934,0.04842185974121094,9.779179810725552,3.8856120109558105,88.32807570977917,4.8884501457214355,91.7981072555205,5.9737889766693115,0.0,9.684271812438965
318,63.20754716981132,0.027543067932128906,48.42767295597484,0.04728889465332031,10.062893081761008,5.64910626411438,88.36477987421384,2.3735668659210205,91.82389937106919,4.514545917510986,0.0,9.807683944702148
319,63.322884012539184,0.028143882751464844,48.589341692789965,0.047410011291503906,10.031347962382444,5.220392942428589,88.40125391849529,3.954533100128174,91.53605015673982,3.808128833770752,0.0,9.802803993225098
320,63.125,0.03271007537841797,48.4375,0.05289816856384277,10.0,4.653971910476685,88.125,2.463940143585205,91.5625,4.361457824707031,0.0,9.423695087432861
321,62.928348909657316,0.028278112411499023,48.598130841121495,0.04564714431762695,9.968847352024921,5.570509910583496,88.1619937694704,3.9025397300720215,91.58878504672897,3.894624710083008,0.0,8.839904069900513
322,63.04347826086957,0.02836918830871582,48.75776397515528,0.049633026123046875,9.937888198757763,4.546431064605713,88.19875776397515,2.0455639362335205,91.61490683229813,4.047621011734009,0.0,8.863556861877441
323,62.848297213622295,0.02976202964782715,48.60681114551084,0.04370999336242676,9.907120743034056,4.2717719078063965,88.23529411764706,3.6608240604400635,91.64086687306502,3.927377939224243,0.0,8.840317010879517
324,62.96296296296296,0.025766849517822266,48.45679012345679,0.04596304893493652,9.876543209876543,5.235573053359985,88.27160493827161,4.007745981216431,91.66666666666666,4.494189739227295,0.0,8.81823468208313
325,63.07692307692307,0.02713608741760254,48.61538461538461,0.04685521125793457,9.846153846153847,4.484236001968384,88.3076923076923,2.96744966506958,91.6923076923077,3.2651069164276123,0.0,8.845514059066772
326,62.88343558282209,0.02532196044921875,48.466257668711656,0.04523015022277832,9.815950920245399,5.929915189743042,88.34355828220859,4.667208909988403,91.41104294478528,3.4248390197753906,0.0,8.849427938461304
327,62.69113149847095,0.0284268856048584,48.62385321100918,0.04848194122314453,9.785932721712538,4.099883794784546,88.37920489296636,2.8081889152526855,91.43730886850153,3.775263786315918,0.0,8.833593130111694
328,62.5,0.029727935791015625,48.47560975609756,0.0475611686706543,9.75609756097561,4.5201098918914795,88.10975609756098,3.6640992164611816,91.46341463414635,6.022477149963379,0.0,8.801700115203857
329,62.61398176291794,0.028636932373046875,48.632218844984806,0.04549813270568848,9.72644376899696,4.418372869491577,88.14589665653494,4.4799511432647705,91.48936170212765,3.353159189224243,0.0,8.85472297668457
330,62.42424242424243,0.02810192108154297,48.78787878787879,0.05022406578063965,9.696969696969697,4.241365194320679,88.18181818181819,4.50613808631897,91.21212121212122,4.562808990478516,0.0,8.82865834236145
331,62.2356495468278,0.02646613121032715,48.6404833836858,0.047161102294921875,9.667673716012084,4.14911413192749,88.21752265861026,5.316880941390991,91.23867069486404,4.173243999481201,0.0,8.818633317947388
332,62.34939759036144,0.028205156326293945,48.795180722891565,0.04955315589904785,9.63855421686747,2.962524890899658,88.25301204819277,3.982510805130005,91.26506024096386,4.372324228286743,0.0,8.843935012817383
333,62.46246246246246,0.027053117752075195,48.64864864864865,0.04913496971130371,9.60960960960961,3.271906852722168,88.28828828828829,5.7913267612457275,91.29129129129129,5.3319549560546875,0.0,8.825360298156738
334,62.5748502994012,0.027616024017333984,48.80239520958084,0.04882192611694336,9.880239520958083,4.095661163330078,88.02395209580838,3.3900208473205566,91.31736526946108,3.8259239196777344,0.0,8.875364303588867
335,62.68656716417911,0.026642799377441406,48.95522388059702,0.04332304000854492,9.850746268656717,4.849418878555298,88.05970149253731,2.545638084411621,91.34328358208955,3.5789310932159424,0.0,8.83776068687439
336,62.797619047619044,0.028444290161132812,49.107142857142854,0.04347586631774902,9.821428571428571,5.180828094482422,88.09523809523809,6.416961669921875,91.36904761904762,4.427576065063477,0.0,8.799751996994019
337,62.61127596439169,0.025604963302612305,48.96142433234421,0.05008196830749512,9.792284866468842,3.9578440189361572,88.13056379821958,4.448872327804565,91.3946587537092,4.456931114196777,0.0,8.83473515510559
338,62.42603550295858,0.030215024948120117,48.81656804733728,0.04792499542236328,9.763313609467456,4.317666053771973,87.86982248520711,5.60117506980896,91.42011834319527,4.865997076034546,0.0,8.84281301498413
339,62.24188790560472,0.028919219970703125,48.96755162241888,0.047322988510131836,9.734513274336283,2.589892864227295,87.90560471976401,3.9695639610290527,91.44542772861357,2.6389269828796387,0.0,8.848328113555908
340,62.35294117647059,0.02878284454345703,48.8235294117647,0.04500412940979004,9.705882352941178,3.5230538845062256,87.6470588235294,5.265878915786743,91.47058823529412,4.527523040771484,0.0,8.83145809173584
341,62.4633431085044,0.03053116798400879,48.68035190615836,0.052123069763183594,9.67741935483871,4.646775007247925,87.68328445747801,2.763920783996582,91.49560117302052,3.36979079246521,0.0,8.881187915802002
342,62.57309941520468,0.027245044708251953,48.53801169590643,0.04682803153991699,9.649122807017543,6.060522794723511,87.71929824561403,3.6275110244750977,91.52046783625731,5.1242170333862305,0.0,8.853475093841553
343,62.68221574344023,0.02949810028076172,48.68804664723032,0.0494840145111084,9.620991253644315,3.8994650840759277,87.75510204081633,3.086780071258545,91.54518950437318,6.962203025817871,0.0,8.831803798675537
344,62.7906976744186,0.030399799346923828,48.54651162790697,0.04595184326171875,9.593023255813954,5.107328176498413,87.79069767441861,4.355564117431641,91.56976744186046,5.382622003555298,0.0,8.86475682258606
345,62.89855072463768,0.0291750431060791,48.69565217391305,0.04653811454772949,9.565217391304348,6.317062854766846,87.82608695652175,4.6753551959991455,91.59420289855072,7.743486166000366,0.0,8.82571816444397
346,62.71676300578035,0.030186891555786133,48.84393063583815,0.04879283905029297,9.53757225433526,4.978523254394531,87.86127167630057,4.411801815032959,91.61849710982659,4.28321099281311,0.0,8.844568252563477
347,62.824207492795395,0.029366016387939453,48.70317002881844,0.04735612869262695,9.510086455331413,3.8078079223632812,87.89625360230548,3.886768102645874,91.64265129682997,5.758203029632568,0.0,8.84793496131897
348,62.93103448275862,0.026843786239624023,48.85057471264368,0.043953895568847656,9.482758620689655,6.0201499462127686,87.93103448275862,4.390427827835083,91.66666666666666,6.333287954330444,0.0,8.840766906738281
349,63.03724928366762,0.02567124366760254,48.99713467048711,0.04708695411682129,9.742120343839542,4.831185817718506,87.96561604584528,5.249752998352051,91.69054441260745,5.105031967163086,0.0,8.832360982894897
350,63.142857142857146,0.026022911071777344,48.857142857142854,0.04317021369934082,9.714285714285714,4.7725989818573,88.0,4.0749828815460205,91.71428571428571,3.851776123046875,0.0,8.854233980178833
351,63.24786324786324,0.028805017471313477,48.717948717948715,0.045861005783081055,9.686609686609685,3.7692019939422607,88.03418803418803,4.509104013442993,91.73789173789174,2.161118984222412,0.0,8.828399896621704
352,63.06818181818182,0.02781200408935547,48.86363636363637,0.04519510269165039,9.659090909090908,4.63073992729187,88.06818181818183,4.039411306381226,91.76136363636364,3.764188051223755,0.0,8.867414951324463
353,63.172804532577906,0.028768062591552734,49.008498583569406,0.049057960510253906,9.631728045325778,3.7025578022003174,88.10198300283287,3.9835031032562256,91.78470254957507,4.874525785446167,0.0,8.859832763671875
354,63.2768361581921,0.028460979461669922,49.152542372881356,0.045351266860961914,9.6045197740113,6.261085748672485,88.13559322033898,3.6585731506347656,91.80790960451978,4.352784872055054,0.0,8.795918941497803
355,63.38028169014085,0.026343822479248047,49.014084507042256,0.04264712333679199,9.577464788732394,4.065192937850952,87.88732394366198,3.426776885986328,91.54929577464789,2.6892049312591553,0.0,8.818614721298218
356,63.48314606741573,0.026517152786254883,49.157303370786515,0.05018901824951172,9.550561797752808,5.649591684341431,87.92134831460675,4.0373618602752686,91.57303370786516,3.5786197185516357,0.0,8.836751937866211
357,63.58543417366946,0.02719402313232422,49.299719887955185,0.0455632209777832,9.523809523809524,4.497625827789307,87.95518207282913,3.306419849395752,91.59663865546219,3.9794487953186035,0.0,8.80798888206482
358,63.687150837988824,0.026568889617919922,49.162011173184354,0.04467296600341797,9.497206703910614,6.082447052001953,87.70949720670392,3.0264201164245605,91.62011173184358,2.8633663654327393,0.0,8.846246242523193
359,63.50974930362116,0.028275012969970703,49.30362116991643,0.049546003341674805,9.47075208913649,3.940925121307373,87.74373259052925,5.314327001571655,91.64345403899722,4.726051092147827,0.0,8.860132694244385
360,63.33333333333333,0.02889704704284668,49.166666666666664,0.044265031814575195,9.444444444444445,5.735578775405884,87.77777777777777,2.946995973587036,91.66666666666666,3.2455191612243652,0.0,8.951510906219482
361,63.43490304709142,0.02610301971435547,49.307479224376735,0.05210590362548828,9.418282548476455,3.885077953338623,87.81163434903047,3.497448205947876,91.68975069252078,3.763335943222046,0.0,8.919429302215576
362,63.53591160220995,0.028088092803955078,49.447513812154696,0.09255313873291016,9.392265193370166,3.426766872406006,87.84530386740332,2.562577962875366,91.71270718232044,4.817103147506714,0.0,8.827766180038452
363,63.36088154269972,0.029427766799926758,49.311294765840216,0.047189950942993164,9.366391184573002,5.945561170578003,87.60330578512396,4.627893924713135,91.46005509641874,3.329188108444214,0.0,8.833001852035522
364,63.46153846153846,0.03183102607727051,49.175824175824175,0.0460362434387207,9.340659340659341,4.688055992126465,87.63736263736264,3.966040849685669,91.48351648351648,5.187295913696289,0.0,8.83549690246582
365,63.561643835616444,0.030811786651611328,49.04109589041096,0.045165061950683594,9.315068493150685,5.180443286895752,87.67123287671232,3.819066047668457,91.5068493150685,5.049848794937134,0.0,8.890358209609985
366,63.661202185792355,0.0267636775970459,49.18032786885246,0.047621965408325195,9.289617486338798,3.99509334564209,87.70491803278688,3.1414759159088135,91.53005464480874,2.6865031719207764,0.0,8.818303108215332
367,63.48773841961853,0.026993989944458008,49.04632152588556,0.04775404930114746,9.536784741144414,3.7494609355926514,87.73841961852861,4.122302055358887,91.55313351498637,2.6260061264038086,0.0,8.809567928314209
368,63.315217391304344,0.027629852294921875,48.91304347826087,0.045211076736450195,9.510869565217392,4.701229095458984,87.77173913043478,5.60625696182251,91.57608695652173,5.074457883834839,0.0,8.846019983291626
369,63.41463414634146,0.026614904403686523,49.05149051490515,0.044291019439697266,9.48509485094851,5.723800182342529,87.53387533875339,4.533968925476074,91.59891598915989,5.80054497718811,0.0,8.865868091583252
370,63.51351351351351,0.02904677391052246,49.18918918918919,0.04566502571105957,9.45945945945946,4.157810211181641,87.56756756756758,4.285637140274048,91.62162162162161,4.470433950424194,0.0,8.830669164657593
371,63.61185983827493,0.02834010124206543,49.056603773584904,0.04029583930969238,9.433962264150944,4.578065872192383,87.6010781671159,3.4529898166656494,91.64420485175202,4.4452760219573975,0.0,8.85964298248291
372,63.70967741935484,0.02863478660583496,49.193548387096776,0.04313993453979492,9.408602150537634,2.456331968307495,87.63440860215054,4.027501821517944,91.66666666666666,5.157696723937988,0.0,8.820592880249023
373,63.53887399463807,0.02680802345275879,49.06166219839142,0.04867410659790039,9.383378016085791,5.0847718715667725,87.66756032171583,5.4930830001831055,91.68900804289544,3.9763667583465576,0.0,8.83859395980835
374,63.36898395721925,0.026059865951538086,49.19786096256685,0.04209589958190918,9.358288770053475,2.7372801303863525,87.70053475935828,4.581871271133423,91.71122994652407,5.279673099517822,0.0,8.796159029006958
375,63.46666666666667,0.02652907371520996,49.06666666666666,0.04695010185241699,9.333333333333334,5.734188795089722,87.73333333333333,2.4673919677734375,91.73333333333333,3.0803349018096924,0.0,8.835941076278687
376,63.56382978723404,0.02732086181640625,48.93617021276596,0.044293880462646484,9.308510638297872,4.3913209438323975,87.5,3.5894668102264404,91.75531914893617,3.28739595413208,0.0,8.842627048492432
377,63.660477453580896,0.02732992172241211,48.80636604774536,0.04919290542602539,9.283819628647215,4.3041300773620605,87.53315649867373,4.810979127883911,91.77718832891246,4.535531044006348,0.0,8.828377723693848
378,63.49206349206349,0.028157949447631836,48.67724867724868,0.04697990417480469,9.25925925925926,2.9925529956817627,87.3015873015873,2.8094229698181152,91.53439153439153,6.056646108627319,0.0,8.837654113769531
379,63.58839050131926,0.03404092788696289,48.812664907651715,0.04690694808959961,9.498680738786279,3.8294599056243896,87.33509234828496,3.048691987991333,91.55672823218998,4.611027956008911,0.0,8.849023818969727
380,63.68421052631579,0.027770042419433594,48.94736842105264,0.04882621765136719,9.473684210526317,5.045642137527466,87.36842105263159,4.604196310043335,91.57894736842105,5.180201053619385,0.0,8.849447965621948
381,63.51706036745407,0.02703070640563965,48.818897637795274,0.04720807075500488,9.448818897637794,3.9137561321258545,87.4015748031496,3.611541748046875,91.60104986876641,5.056600093841553,0.0,8.849716186523438
382,63.61256544502618,0.026472091674804688,48.69109947643979,0.046900033950805664,9.424083769633508,4.7643349170684814,87.43455497382199,2.9757471084594727,91.62303664921467,4.581125259399414,0.0,8.820186853408813
383,63.70757180156657,0.025436878204345703,48.825065274151434,0.044857025146484375,9.39947780678851,4.827970027923584,87.46736292428199,3.390836000442505,91.64490861618799,3.885988235473633,0.0,8.868783950805664
384,63.541666666666664,0.02959299087524414,48.69791666666667,0.045755863189697266,9.375,3.520236015319824,87.5,5.660291910171509,91.66666666666666,3.7739477157592773,0.0,8.835156917572021
385,63.37662337662338,0.027080774307250977,48.57142857142857,0.054689884185791016,9.35064935064935,4.830413103103638,87.53246753246754,4.457422971725464,91.68831168831169,5.549304008483887,0.0,8.811750173568726
386,63.212435233160626,0.028501033782958984,48.44559585492228,0.048192739486694336,9.32642487046632,3.223944902420044,87.30569948186529,2.3559911251068115,91.70984455958549,3.323045015335083,0.0,8.873904705047607
387,63.04909560723514,0.028144121170043945,48.320413436692505,0.04619908332824707,9.560723514211885,3.759775161743164,87.33850129198967,4.32537317276001,91.7312661498708,4.734482765197754,0.0,8.839011192321777
388,63.144329896907216,0.02980208396911621,48.45360824742268,0.05023193359375,9.536082474226804,4.757822036743164,87.11340206185567,6.268020868301392,91.75257731958763,4.642916202545166,0.0,8.834192037582397
389,62.98200514138818,0.027703046798706055,48.58611825192802,0.04778695106506348,9.511568123393316,5.264344930648804,87.146529562982,3.0951528549194336,91.77377892030847,4.310297250747681,0.0,8.850920915603638
390,63.07692307692307,0.028403282165527344,48.46153846153846,0.04680180549621582,9.487179487179487,4.005415201187134,87.17948717948718,4.294781923294067,91.7948717948718,3.5103042125701904,0.0,8.848905324935913
391,63.171355498721226,0.029740095138549805,48.33759590792839,0.04752206802368164,9.718670076726342,4.907925128936768,87.21227621483376,0.17669391632080078,91.81585677749361,5.301555156707764,0.0,8.834633111953735
392,63.26530612244898,0.02809309959411621,48.46938775510204,0.043020009994506836,9.948979591836734,3.440286159515381,87.24489795918367,3.6868929862976074,91.83673469387756,4.312589883804321,0.0,8.858803033828735
393,63.358778625954194,0.026961088180541992,48.60050890585242,0.045300960540771484,9.923664122137405,7.7636730670928955,87.02290076335878,1.2387871742248535,91.85750636132316,0.5917201042175293,0.0,8.834936141967773
394,63.1979695431472,0.03256082534790039,48.47715736040609,0.04668593406677246,9.898477157360407,4.008081912994385,87.05583756345177,4.044041872024536,91.87817258883248,4.435830116271973,0.0,8.85024905204773
395,63.29113924050633,0.028838157653808594,48.60759493670886,0.0478520393371582,9.873417721518987,5.211117744445801,87.0886075949367,3.0139100551605225,91.89873417721519,3.6552608013153076,0.0,8.848381757736206
396,63.38383838383839,0.02915191650390625,48.484848484848484,0.04547834396362305,9.848484848484848,3.966397285461426,86.86868686868688,1.5571019649505615,91.91919191919192,4.258462905883789,0.0,8.822218894958496
397,63.476070528967256,0.026524066925048828,48.614609571788414,0.04710125923156738,9.82367758186398,4.796998977661133,86.90176322418137,2.2852718830108643,91.93954659949623,4.4193620681762695,0.0,8.841611862182617
398,63.31658291457286,0.0302278995513916,48.49246231155779,0.04258084297180176,9.798994974874372,4.315524101257324,86.93467336683418,4.57360315322876,91.95979899497488,2.22157883644104,0.0,8.86775803565979
399,63.40852130325815,0.026718854904174805,48.62155388471178,0.05598711967468262,9.774436090225564,4.202651739120483,86.96741854636592,2.958341121673584,91.97994987468672,5.009228944778442,0.0,8.84654688835144
400,63.5,0.02822399139404297,48.75,0.04660916328430176,9.75,2.6605613231658936,87.0,6.533345937728882,92.0,3.5388998985290527,0.0,8.852313995361328
401,63.591022443890274,0.02677297592163086,48.6284289276808,0.04971504211425781,9.72568578553616,3.7171919345855713,87.03241895261846,3.4421770572662354,92.01995012468828,3.140472173690796,0.0,8.847563982009888
402,63.681592039801,0.027212858200073242,48.756218905472636,0.044606924057006836,9.701492537313433,5.04888391494751,87.06467661691542,0.17143797874450684,92.03980099502488,4.311961889266968,0.0,8.891741037368774
403,63.77171215880894,0.025924205780029297,48.635235732009924,0.04628610610961914,9.67741935483871,6.180126905441284,86.848635235732,3.8530521392822266,92.05955334987593,0.19904398918151855,0.0,8.881692171096802
404,63.613861386138616,0.02956676483154297,48.76237623762376,0.04911470413208008,9.653465346534654,3.7264089584350586,86.88118811881188,1.761948823928833,92.07920792079209,4.269841909408569,0.0,8.859753131866455
405,63.70370370370371,0.02903008460998535,48.641975308641975,0.04221701622009277,9.62962962962963,5.645377159118652,86.91358024691358,5.0771708488464355,92.09876543209876,3.7544760704040527,0.0,8.851420879364014
